userId,movieId,rating,timestamp
4,579,4.0,949810302
4,2322,5.0,949895772
4,330,3.0,949811230
4,607,5.0,949919978
4,10890,4.0,949811559
4,9281,5.0,949896244
4,617,1.0,949895864
4,10622,5.0,949919738
4,95,4.0,949810688
4,944,2.0,949895956
4,1051,5.0,949810261
4,1366,5.0,949810261
4,380,5.0,949918743
4,13597,3.0,949949538
4,2108,5.0,949811559
4,609,5.0,949896309
4,941,5.0,949811602
4,943,3.0,949895907
4,927,2.0,949918970
4,9340,5.0,949896070
4,16084,4.0,949919454
4,3170,5.0,949778771
4,859,4.0,949811738
4,841,4.0,949896114
4,10957,4.0,949982239
4,9570,4.0,949896183
4,10122,5.0,949810618
4,9354,3.0,949896114
4,1779,5.0,949918648
4,9325,5.0,949949444
4,10340,5.0,949919306
4,10144,4.0,949982239
4,12230,5.0,949949444
4,13380,5.0,949896114
4,10693,5.0,949949638
4,14822,5.0,949896183
4,10249,4.0,949920028
4,10882,5.0,949949538
4,2619,5.0,949896114
4,53565,5.0,949949396
4,97,4.0,949896114
4,6471,5.0,949919399
4,9442,3.0,949896309
4,227,5.0,949918927
4,87,5.0,949918994
4,2907,4.0,949919763
4,11639,5.0,949896070
4,4978,4.0,949982239
4,11976,4.0,949896114
4,15144,5.0,949811603
4,34584,5.0,949896070
4,4011,5.0,949896070
4,847,3.0,949896070
4,117,5.0,949918764
4,2028,4.0,949811559
4,11082,3.0,949896309
4,881,5.0,949895772
4,10403,5.0,949919556
4,14924,4.0,949918927
4,9749,4.0,949811603
4,1368,4.0,949918994
4,9326,5.0,949918994
4,1367,4.0,949810302
4,11815,5.0,949982274
4,192,5.0,949918875
4,9540,4.0,949896275
4,8592,1.0,949895993
4,1893,5.0,949810582
4,1924,5.0,949810261
4,30168,3.0,949918671
4,817,4.0,949896497
4,6488,4.0,949896497
4,620,5.0,949811523
4,9824,5.0,949810582
4,11120,4.0,949778714
4,11353,1.0,949896521
4,9267,5.0,949919399
4,813,5.0,949811490
4,11153,4.0,949811603
4,2280,5.0,949896070
4,850,5.0,949811738
4,9096,3.0,949811230
4,11797,3.0,949918875
4,11527,5.0,949896114
4,11326,5.0,949896377
4,10576,2.0,949896309
4,12662,1.0,949896309
4,861,4.0,949810534
4,9377,5.0,949811559
4,36819,5.0,949896070
4,5549,3.0,949896015
4,856,5.0,949918807
4,253,5.0,949810261
4,16281,3.0,949896543
4,11886,5.0,949949444
4,1621,4.0,949811559
4,14035,5.0,949919419
4,11663,5.0,949919656
4,29154,4.0,949918715
4,10998,4.0,949896275
4,9013,4.0,949811603
4,177,5.0,949919738
4,26578,4.0,949918904
4,9644,2.0,949778946
4,13342,4.0,949811523
4,24735,5.0,949918970
4,11287,4.0,949919738
4,10158,3.0,949919845
4,11782,5.0,949895732
4,1857,2.0,949982238
5,15602,4.0,1163374957
5,9603,4.0,1163374952
5,9614,4.0,1163374639
5,11000,4.0,1163374242
5,568,4.0,1163374404
5,8467,3.5,1163373762
5,10510,4.5,1163373208
5,3049,3.5,1163373636
5,13,4.0,1163374152
5,8587,4.0,1163373752
5,854,4.0,1163373755
5,1637,4.0,1163373610
5,11566,4.0,1163374477
5,788,4.5,1163373718
5,771,4.0,1163374392
5,812,3.5,1163373551
5,10020,4.0,1163374190
5,114,5.0,1163373711
5,9327,3.5,1163374993
5,238,2.5,1163373651
5,426,3.5,1163373135
5,630,4.0,1163374286
5,11224,4.0,1163373316
5,15121,5.0,1163373103
5,510,3.0,1163374173
5,240,2.5,1163374239
5,37247,4.0,1163374582
5,639,4.0,1163374495
5,621,5.0,1163373044
5,9390,3.5,1163374165
5,1624,4.5,1163374608
5,330,3.5,1163374562
5,37165,4.0,1163374214
5,597,4.0,1163373744
5,11003,4.0,1163374601
5,2898,4.5,1163374251
5,544,4.5,1163373726
5,380,4.0,1163373675
5,2108,4.0,1163374324
5,9552,3.5,1163374593
5,242,1.5,1163373188
5,10144,5.0,1163373109
5,2109,4.0,1163373276
5,8916,4.0,1163373251
5,9487,3.5,1163374184
5,9489,4.0,1163373193
5,1542,3.5,1163374290
5,817,4.0,1163373679
5,9032,4.5,1163373293
5,2105,4.0,1163374246
5,745,3.5,1163373743
5,11353,3.5,1163374947
5,9377,3.5,1163374278
5,492,3.5,1163374127
5,863,3.5,1163374263
5,1213,3.5,1163374408
5,462,4.0,1163374137
5,2024,3.5,1163373148
5,786,4.5,1163374235
5,1597,3.5,1163374198
5,392,4.0,1163373273
5,3981,4.0,1163375025
5,8358,3.5,1163373696
5,1493,4.5,1163375145
5,808,3.5,1163374103
5,824,3.5,1163374354
5,8835,4.5,1163375033
5,2770,3.5,1163375131
5,161,3.0,1163373548
5,453,4.5,1163373616
5,4547,3.5,1163374995
5,8346,4.5,1163373299
5,557,4.5,1163373606
5,4147,4.0,1163374443
5,1430,3.5,1163374206
5,565,4.5,1163374389
5,672,3.0,1163373688
5,423,4.0,1163374533
5,455,3.5,1163374491
5,310,4.0,1163374572
5,12,4.0,1163373626
5,170,4.0,1163374455
5,153,2.5,1163373238
5,508,4.0,1163374511
5,8193,4.0,1163374742
5,9372,4.0,1163374381
5,1777,3.5,1163374118
5,558,4.5,1163373593
5,2048,4.0,1163374426
5,70,4.5,1163374340
5,205,4.5,1163374702
5,118,3.5,1163374177
5,1640,5.0,1163374211
5,787,4.0,1163374517
5,9522,4.5,1163374227
5,6957,4.0,1163374275
5,69,4.5,1163374283
5,411,4.0,1163374144
5,254,4.0,1163374167
5,496,4.5,1163374357
6,103,4.0,1109258212
6,8839,2.0,1108134263
6,9482,2.0,1109258228
6,101,5.0,1108134539
6,10895,4.0,1108134269
6,426,4.0,1108134299
6,947,5.0,1108134266
6,826,4.5,1108134284
6,235,4.5,1109258196
6,903,4.5,1108134309
6,2640,4.5,1108134339
6,12498,2.0,1109258181
6,2255,2.0,1109258179
6,4824,2.0,1109258281
6,586,2.0,1109258194
6,8656,0.5,1108134334
6,846,3.0,1108134344
6,942,3.0,1108134289
6,346,4.0,1109258270
6,11974,4.0,1109258285
6,4011,4.0,1109258175
6,1542,3.5,1108134291
6,10803,3.0,1109258245
6,871,4.0,1108134293
6,603,1.0,1109258202
6,36685,2.0,1108134271
6,104,4.0,1108134274
6,9824,3.0,1109258257
6,10386,4.5,1108134545
6,6415,3.0,1109258199
6,1832,1.0,1108134337
6,863,4.0,1109258183
6,2787,3.5,1109258250
6,7443,1.5,1109258190
6,1548,1.5,1109258217
6,1903,1.5,1109258226
6,121,5.0,1108134311
6,79,3.0,1108134534
6,122,5.0,1108134519
6,38,4.0,1108134524
6,673,3.5,1108134526
6,558,4.0,1108134537
6,401,3.0,1108134531
6,747,4.5,1108134521
7,862,3.0,851866703
7,710,3.0,851869035
7,8012,3.0,851867289
7,9909,3.0,851868750
7,9598,4.0,851867861
7,34615,4.0,851866901
7,9614,3.0,851866744
7,197,5.0,851868188
7,33542,4.0,851866720
7,11000,4.0,851866704
7,11780,4.0,851868206
7,281,2.0,851868704
7,9560,3.0,851868705
7,11,5.0,851869062
7,11318,3.0,851868188
7,2164,2.0,851869161
7,278,5.0,851868187
7,193,3.0,851868524
7,11381,3.0,851867345
7,2759,3.0,851867621
7,888,3.0,851867941
7,13,3.0,851868188
7,712,3.0,851867436
7,8587,3.0,851868020
7,854,3.0,851867790
7,1637,3.0,851869291
7,36955,4.0,851869291
7,329,4.0,851869161
7,788,3.0,851867669
7,10445,4.0,851868246
7,858,3.0,851867688
7,78,4.0,851869035
7,9479,4.0,851868019
7,812,4.0,851868044
7,280,3.0,851869140
7,581,4.0,851868186
7,268,3.0,851868863
7,408,4.0,851868020
7,10020,3.0,851868044
7,11827,3.0,851868074
7,3065,4.0,851866806
7,8866,3.0,851866744
7,9100,2.0,851866784
7,664,1.0,851866704
7,11867,1.0,851866763
7,532,5.0,851868020
7,602,3.0,851866703
7,9268,2.0,851866744
7,62,4.0,851868289
7,562,3.0,851869102
7,252,3.0,851866744
7,623,4.0,851867320
7,583,4.0,851867289
7,601,3.0,851868308
7,11843,3.0,851867553
7,1103,3.0,851869103
7,762,4.0,851867289
7,531,5.0,851868019
7,1891,5.0,851869034
7,2493,3.0,851867289
7,85,5.0,851869035
7,1892,5.0,851869034
7,525,4.0,851867379
7,530,5.0,851868044
7,279,5.0,851868246
7,9549,4.0,851868321
7,218,4.0,851869062
7,9665,5.0,851868289
7,105,3.0,851867436
7,8009,4.0,851869080
7,3034,3.0,851867436
7,665,4.0,851868332
7,11031,4.0,851867401
7,89,3.0,851867320
7,12104,3.0,851868471
7,2323,4.0,851868471
7,639,3.0,851867401
7,25189,3.0,851866935
7,152,3.0,851869160
7,174,3.0,851869102
7,172,2.0,851869230
7,154,4.0,851869035
7,157,3.0,851869140
7,168,3.0,851869062
7,378,3.0,851867688
7,3179,5.0,851866978
7,9361,1.0,851869140
8,63,5.0,1154465405
8,577,2.5,1154389572
8,807,5.0,1154464836
8,629,5.0,1154400173
8,197,4.0,1154473268
8,11,3.5,1154464829
8,1945,2.0,1154389420
8,680,4.0,1154465380
8,278,5.0,1154464714
8,13,4.0,1154400390
8,5503,4.5,1154400475
8,8005,3.5,1154389356
8,14534,2.0,1154400357
8,424,5.0,1154400170
8,10442,5.0,1154389386
8,280,4.0,1154464853
8,274,4.5,1154464833
8,1592,4.0,1154400284
8,1645,3.5,1154389432
8,238,5.0,1154400181
8,1891,3.5,1154464841
8,2493,4.0,1154464887
8,85,4.0,1154464730
8,1892,4.0,1154464769
8,539,4.0,1154465573
8,279,4.0,1154465394
8,694,4.0,1154465555
8,235,4.0,1154464811
8,137,3.0,1154465230
8,105,4.0,1154464747
8,89,4.0,1154464720
8,2323,3.5,1154400465
8,12498,0.5,1154474527
8,578,4.0,1154465285
8,9390,3.0,1154400324
8,9434,4.0,1154465235
8,1701,3.0,1154389408
8,2118,3.5,1154464990
8,2649,5.0,1154389385
8,9281,4.0,1154389491
8,489,4.0,1154473252
8,9411,3.0,1154400308
8,11003,5.0,1154400458
8,8656,3.5,1154389528
8,380,5.0,1154473322
8,857,4.0,1154473259
8,2619,3.0,1154389460
8,11704,3.0,1154465222
8,117,4.5,1154464735
8,10377,4.5,1154400414
8,637,4.0,1154464850
8,73,5.0,1154473217
8,9798,3.5,1154389340
8,5825,3.5,1154400351
8,1542,5.0,1154464889
8,603,5.0,1154464738
8,620,3.5,1154464944
8,745,4.5,1154464717
8,11353,2.5,1154389541
8,813,4.5,1154465558
8,2280,3.5,1154400340
8,850,3.5,1154473419
8,11601,3.0,1154400360
8,14,4.5,1154464950
8,9377,5.0,1154473364
8,550,4.0,1154464901
8,497,4.5,1154400266
8,98,5.0,1154400441
8,10637,3.5,1154400198
8,1597,4.0,1154389482
8,146,4.0,1154465526
8,107,4.5,1154464873
8,711,3.5,1154400245
8,1900,4.5,1154465279
8,77,5.0,1154464905
8,111,4.0,1154464915
8,11371,2.5,1154400334
8,585,3.5,1154464808
8,671,3.5,1154400398
8,161,4.5,1154400383
8,194,4.0,1154465373
8,120,3.5,1154464819
8,453,3.5,1154389449
8,11362,5.0,1154400236
8,1894,3.5,1154389552
8,180,4.5,1154400449
8,4147,4.0,1154464756
8,9533,4.0,1154400407
8,12921,4.0,1154465399
8,1430,3.0,1154465385
8,121,4.0,1154464762
8,640,3.5,1154400444
8,12,4.0,1154389474
8,9654,3.0,1154400191
8,322,4.0,1154464895
8,24,5.0,1154465296
8,11329,3.0,1154400253
8,616,3.5,1154400294
8,122,4.0,1154464753
8,38,4.0,1154465367
8,393,4.0,1154464994
8,11036,2.5,1154400471
8,401,4.5,1154464868
8,1653,4.0,1154465499
8,747,3.0,1154465548
8,187,3.5,1154465243
8,1640,4.5,1154473310
8,1895,4.5,1154400263
8,272,4.5,1154464726
8,9522,3.5,1154400423
8,231,3.5,1154473088
8,69,3.5,1154473264
8,2800,2.0,1154473042
8,13275,3.5,1154473022
8,9754,3.0,1154473014
8,6877,3.0,1154473017
9,862,4.0,938629179
9,4584,4.0,938628337
9,16420,3.0,938628655
9,687,5.0,938629110
9,807,3.0,938628897
9,278,4.0,938628966
9,11971,4.0,938628777
9,1245,4.0,938628577
9,424,5.0,938628843
9,10445,5.0,938628337
9,274,4.0,938628843
9,275,5.0,938628843
9,9802,2.0,938628337
9,454,5.0,938629250
9,26561,3.0,938629470
9,7863,4.0,938628655
9,12498,4.0,938628450
9,10549,3.0,938628655
9,2058,2.0,938628777
9,686,4.0,938629341
9,10215,4.0,938629054
9,37165,5.0,938628690
9,489,4.0,938628966
9,597,3.0,938629470
9,2898,5.0,938628966
9,857,4.0,938629341
9,9454,4.0,938629522
9,11639,4.0,938629747
9,16384,4.0,938629053
9,881,3.0,938629053
9,2109,3.0,938628777
9,8195,4.0,938628897
9,162,4.0,938629341
9,8916,2.0,938629250
9,10377,4.0,938628843
9,10223,4.0,939122916
9,1934,4.0,938628577
9,8741,2.0,938629681
9,2112,3.0,938629681
9,13466,4.0,938628966
9,9535,2.0,938629341
9,603,5.0,938628450
9,1893,3.0,938628843
9,745,4.0,938627748
9,12105,4.0,938629681
10,629,5.0,942766420
10,34996,4.0,942766793
10,278,4.0,942766515
10,3049,3.0,942766603
10,2759,4.0,942766603
10,268,3.0,942767328
10,21588,4.0,942766974
10,562,3.0,942767258
10,500,3.0,942766420
10,744,2.0,942767328
10,2756,4.0,942767328
10,1891,4.0,942767258
10,2493,4.0,942767258
10,85,4.0,942767258
10,679,4.0,942767258
10,1892,4.0,942767258
10,525,3.0,942767328
10,218,4.0,942767258
10,89,4.0,942767258
10,12498,5.0,942766420
10,55146,4.0,942766420
10,66,3.0,942766725
10,9360,3.0,942766845
10,468,5.0,942767029
10,8078,3.0,942766679
10,489,4.0,942766472
10,10217,5.0,942766472
10,14342,2.0,942766845
10,544,5.0,942766515
10,2107,3.0,942766472
10,11893,5.0,942766991
10,9326,4.0,942767328
10,1371,2.0,942767328
10,9535,4.0,942766845
10,603,5.0,942766515
10,1911,5.0,942766109
10,2900,3.0,942766251
10,10307,3.0,942766213
10,11601,4.0,942766029
10,10398,3.0,942766164
10,6415,4.0,942765978
10,13824,2.0,942766213
10,11054,5.0,942767121
10,11377,2.0,942766251
10,9481,3.0,942766059
10,476,4.0,942767571
11,629,5.0,1391658537
11,755,1.0,1391656827
11,27793,4.0,1391657561
11,9073,3.0,1391657297
11,680,5.0,1391658423
11,627,4.5,1391658505
11,11543,3.5,1391656845
11,15,5.0,1391658556
11,8367,4.5,1391658634
11,429,5.0,1391658440
11,9361,5.0,1391658667
11,944,3.0,1391657062
11,11164,3.5,1391657376
11,6396,4.5,1391657543
11,745,3.0,1391658583
11,925,3.0,1391657112
11,1430,3.0,1391658601
11,15292,5.0,1391657861
11,8677,5.0,1391658574
11,1422,5.0,1391658450
11,11172,4.0,1391657605
11,8848,4.5,1391657459
11,11323,3.5,1391657720
11,39452,4.5,1391658141
11,27205,4.0,1391658115
11,23168,4.5,1391658399
11,44639,3.0,1391658137
11,39312,4.0,1391658210
11,44115,3.5,1391658218
11,64690,4.0,1391658385
11,70160,4.5,1391658311
11,49026,4.5,1391658125
11,66150,4.0,1391658270
11,37724,4.0,1391658186
11,82675,4.0,1391657924
11,87827,4.0,1391657610
11,49047,5.0,1391658157
11,101299,5.0,1391657798
12,628,3.0,968045587
12,14291,1.0,968045407
12,23210,3.0,968045438
12,275,2.0,968045353
12,2300,1.0,968045732
12,664,4.0,968045680
12,11867,3.0,968045764
12,433,1.0,968045500
12,12092,2.0,968045561
12,11561,3.0,968045500
12,2493,1.0,955407153
12,766,5.0,968045353
12,525,5.0,955407153
12,703,2.0,968045354
12,343,5.0,968045354
12,10644,1.0,955407153
12,154,1.0,968045475
12,578,4.0,968045475
12,2255,2.0,968045438
12,115,3.0,968045529
12,14347,2.0,955407153
12,9487,2.0,968045475
12,16337,4.0,968045680
12,871,1.0,968045475
12,17918,2.0,968045764
12,550,4.0,968045407
12,10402,2.0,968045732
12,1715,1.0,968045379
12,1213,3.0,968045649
12,10397,2.0,968045354
12,14181,4.0,968045529
12,25166,1.0,968045732
12,462,4.0,968045379
12,26689,4.0,955407153
12,24099,3.0,968045619
12,16094,2.0,968045680
12,37744,2.0,968045619
12,1788,1.0,968045232
12,36657,5.0,968045232
12,44490,3.0,968045232
12,2655,4.0,968045232
12,12599,1.0,968045198
12,93,3.0,968045198
12,10276,3.0,968045172
12,6282,5.0,968045142
12,5551,2.0,968045142
12,43079,2.0,968045106
12,2360,4.0,968045106
12,11856,2.0,968045074
12,10860,1.0,968045074
12,10393,3.0,968045015
12,8843,5.0,968045015
12,10643,3.0,968045015
12,23618,5.0,968045015
12,37137,2.0,968044981
12,3110,2.0,968044981
12,11694,3.0,968044981
12,11398,5.0,968044949
12,25128,3.0,968044949
12,18153,2.0,968044949
12,991,4.0,968045173
13,862,5.0,1331380058
13,807,2.5,1331380914
13,197,4.0,1331380038
13,10510,4.0,1331379348
13,680,3.5,1331380895
13,278,4.5,1331380029
13,13,5.0,1331380018
13,10714,4.5,1331379479
13,329,3.0,1331380025
13,14534,3.5,1331379485
13,424,4.0,1331380901
13,11236,4.0,1331379483
13,251,3.0,1331380851
13,581,4.0,1331380062
13,11113,4.0,1331379366
13,630,3.5,1331380871
13,8367,3.0,1331379520
13,235,4.0,1331380814
13,137,2.5,1331380845
13,944,3.0,1331379386
13,380,4.0,1331380745
13,9487,4.0,1331380741
13,603,3.0,1331380888
13,4951,3.5,1331379777
13,10386,4.0,1331379470
13,745,3.0,1331380765
13,850,3.0,1331380731
13,226,3.0,1331379494
13,9377,3.0,1331380761
13,863,3.0,1331380738
13,497,4.0,1331380752
13,11287,3.5,1331379342
13,11176,3.5,1331379599
13,8584,3.0,1331379574
13,808,4.0,1331380721
13,676,4.5,1331379506
13,1406,2.5,1331379589
13,2770,3.5,1331379530
13,141,4.5,1331380145
13,585,3.5,1331380834
13,120,4.5,1331380883
13,640,4.0,1331380785
13,12,4.5,1331380734
13,38,4.0,1331380159
13,2503,3.5,1331380782
13,155,4.5,1331380873
13,13223,4.5,1331380830
13,19913,4.0,1331379748
13,10193,4.0,1331380725
13,12444,4.5,1331380387
13,12445,4.5,1331380390
13,49529,3.0,1331379985
14,408,1.0,976243997
14,1891,4.0,976243997
14,597,3.0,976243912
14,19378,3.0,976244179
14,9487,2.0,976244179
14,9837,3.0,976244471
14,1893,3.0,976243933
14,817,2.0,976244131
14,620,3.0,976244313
14,332,2.0,976244367
14,4806,3.0,976244524
14,10390,2.0,976244287
14,863,4.0,976244591
14,10137,2.0,976244564
14,926,5.0,976244313
14,2067,3.0,976243997
14,955,3.0,976244423
14,7443,4.0,976244205
14,8452,3.0,976244107
14,8871,4.0,976244343
15,862,2.0,997938310
15,8844,2.0,1134521380
15,11862,4.5,1093070098
15,949,4.0,1040205753
15,710,3.0,1093028290
15,9087,2.5,1093028381
15,10858,2.5,1166586286
15,524,3.5,1093070150
15,4584,3.0,997939404
15,9273,1.0,1093028409
15,8012,4.5,1058249528
15,1710,2.5,1093070415
15,451,3.0,1033345172
15,63,4.0,997938466
15,9598,3.0,997938310
15,687,1.0,1033345287
15,9603,2.5,1093028334
15,9312,3.0,1122576665
15,807,5.0,1054449816
15,629,5.0,997938500
15,11448,2.5,1093070271
15,2054,2.0,1093028336
15,755,0.5,1093070467
15,880,5.0,1044220302
15,9283,3.0,1166587063
15,9208,1.5,1093028331
15,13685,4.0,1134522072
15,9614,1.0,1093070113
15,10874,2.0,1166586594
15,197,3.0,1040205792
15,103,5.0,997938500
15,33542,2.5,1093070156
15,11104,4.0,997938358
15,2074,3.5,1245362506
15,9737,3.5,1134521543
15,30157,5.0,1075142933
15,568,3.0,997939380
15,414,1.0,1128274517
15,1775,2.0,1052896975
15,10329,0.5,1093028411
15,8963,3.0,1093028319
15,26564,4.0,997938676
15,8068,2.0,1166586021
15,8512,4.0,997938413
15,1572,3.0,1093028183
15,10428,2.5,1166586376
15,9886,1.0,1093070329
15,9344,4.0,1166587180
15,9071,4.0,1046209579
15,2293,3.0,1166586276
15,1642,2.0,1052896916
15,10802,1.0,1193435347
15,9348,2.0,1093070170
15,281,1.5,1134521967
15,9804,1.5,1193435482
15,19155,2.0,1033345241
15,76,4.5,1054449903
15,11017,1.0,1349622582
15,2292,4.0,997939415
15,8984,1.0,1134521432
15,11929,1.0,1033345068
15,8467,3.5,1093028308
15,10451,4.0,1033345227
15,20156,4.0,1033344772
15,522,4.0,997939415
15,10525,3.5,1166586251
15,14275,5.0,997938656
15,1024,2.0,997938567
15,11777,2.0,1093070318
15,628,2.0,1093028328
15,11,5.0,997938437
15,18183,1.0,1058250479
15,241,2.0,1093028372
15,6950,1.0,1093028298
15,101,5.0,997938567
15,680,5.0,997938771
15,11450,4.0,1054449869
15,110,5.0,997938737
15,108,4.0,997938894
15,109,4.0,1052897100
15,2164,3.0,1052896866
15,11395,1.0,1093028399
15,278,2.0,997938727
15,20306,2.5,1120209787
15,193,1.5,1093028255
15,36141,2.0,997938391
15,2064,2.5,1122576622
15,236,3.0,1058250589
15,3049,2.0,1093028220
15,9331,3.0,997939193
15,9495,3.0,1093070088
15,888,0.5,1122576667
15,13,1.0,1058250631
15,712,3.5,1058250490
15,8587,4.0,997939065
15,854,2.0,1374637824
15,36593,3.5,1122576670
15,12280,2.0,1443385370
15,2788,3.0,1465793100
15,10427,3.5,1054449871
15,1637,4.0,1033344267
15,36955,4.0,997939179
15,10395,3.5,1166586661
15,26391,1.0,1465955324
15,6075,4.0,1132469126
15,9350,3.0,1093028320
15,9612,1.0,1093070102
15,11566,2.5,1058250627
15,9571,4.0,997938322
15,9739,1.0,1193435522
15,37233,3.0,1093028323
